["38° 58.719' N,9° 25.393' W"
 "33° 57.306' S,18° 22.483' E"
 "31° 38.414' N,131° 27.381' E"
 "44° 41.663' N,1° 15.253' W"
 "22° 24.633' S,41° 48.495' W"
 "46° 56.63' N,2° 11.367' W"
 "9° 54.083' N,84° 43.707' W"
 "28° 50.031' S,49° 12.96' W"
 "9° 41.418' S,39° 44.376' E"
 "9° 46.886' S,119° 22.384' E"
 "23° 30.681' S,45° 7.766' W"
 "10° 10.361' N,85° 49.059' W"
 "40° 6.193' N,8° 29.371' E"
 "17° 46.347' S,149° 28.818' W"
 "34° 24.761' N,139° 17.205' E"
 "9° 23.367' N,84° 8.915' W"
 "33° 59.164' S,22° 48.375' E"
 "55° 55.671' N,21° 3.321' E"
 "34° 24.305' S,53° 47.188' W"
 "13° 13.909' N,59° 38.592' W"
 "44° 33.545' N,1° 14.656' W"
 "8° 41.49' S,115° 16.278' E"
 "1° 38.32' N,172° 57.542' E"
 "22° 56.305' S,42° 28.339' W"
 "30° 11.949' N,9° 38.497' W"
 "17° 48.03' S,168° 22.441' E"
 "39° 25.961' N,9° 14.041' W"
 "10° 59.26' S,37° 2.469' W"
 "15° 8.922' N,145° 41.969' E"
 "43° 26.611' N,4° 52.109' W"
 "43° 41.881' N,1° 26.454' W"
 "18° 22.699' N,64° 59.789' W"
 "6° 4.132' S,35° 5.832' W"
 "27° 10.194' S,109° 23.233' W"
 "33° 1.928' S,71° 35.563' W"
 "19° 13.214' N,96° 9.398' W"
 "43° 27.364' N,1° 34.923' W"
 "13° 28.977' N,144° 45.099' E"
 "18° 10.76' N,63° 8.718' W"
 "32° 58.526' S,27° 58.049' E"
 "14° 17.864' S,38° 58.862' W"
 "3° 42.441' S,38° 28.069' W"
 "33° 52.17' N,7° 3.423' W"
 "6° 10.576' S,39° 32.347' E"
 "31° 16.814' N,30° 0.522' E"
 "30° 41.975' N,9° 52.446' W"
 "50° 25.089' N,5° 4.429' W"
 "9° 18.009' N,167° 15.787' E"
 "33° 55.219' S,18° 22.725' E"
 "18° 21.916' N,67° 16.18' W"
 "1° 47.89' N,73° 24.467' E"
 "15° 52.509' N,95° 46.626' W"
 "22° 51.918' S,14° 32.301' E"
 "3° 30.34' S,38° 54.316' W"
 "8° 39.119' S,115° 7.274' E"
 "2° 3.353' N,97° 19.117' E"
 "34° 26.106' S,72° 2.884' W"
 "43° 8.053' N,6° 22.335' E"
 "54° 28.462' N,8° 19.97' W"
 "48° 38.169' N,2° 8.138' W"
 "52° 57.117' N,6° 0.798' W"
 "43° 23.744' N,2° 59.194' W"
 "34° 35.399' N,32° 56.195' E"
 "18° 27.14' S,70° 18.302' W"
 "34° 6.911' N,35° 38.851' E"
 "53° 15.833' N,6° 6.391' W"
 "20° 14.193' S,40° 12.901' W"
 "32° 59.782' S,27° 57.198' E"
 "57° 0.37' N,135° 38.397' W"
 "18° 27.33' N,66° 10.787' W"
 "42° 23.873' N,8° 50.91' W"
 "31° 53.56' N,116° 41.801' W"
 "15° 17.578' N,73° 54.137' E"
 "12° 22.202' N,87° 2.202' W"
 "37° 19.992' N,13° 23.629' E"
 "0° 15.651' N,73° 22.165' E"
 "50° 49.684' N,0° 13.693' W"
 "34° 2.856' S,18° 20.951' E"
 "22° 59.398' S,43° 13.589' W"
 "32° 55.07' S,71° 30.668' W"
 "28° 44.424' N,13° 57.279' W"
 "63° 48.986' N,22° 37.416' W"
 "6° 57.814' N,11° 34.487' W"
 "52° 56.258' N,1° 16.166' E"
 "30° 32.712' N,9° 43.603' W"
 "22° 35.171' N,88° 20.83' E"
 "37° 50.433' N,24° 56.253' E"
 "20° 29.777' S,57° 22.114' E"
 "26° 50.685' S,48° 36.963' W"
 "17° 54.684' N,62° 50.594' W"
 "4° 15.126' N,73° 32.886' E"
 "43° 29.9' N,10° 19.167' E"
 "16° 0.718' N,16° 30.674' W"
 "12° 23.177' S,76° 47.375' W"
 "14° 0.481' S,171° 51.705' W"
 "25° 25.486' S,44° 56.311' E"
 "44° 15.531' N,64° 16.222' W"
 "38° 40.524' N,9° 19.387' W"
 "43° 22.88' N,1° 45.45' W"
 "35° 27.159' N,24° 10.515' E"
 "6° 57.675' S,106° 28.341' E"
 "34° 2.341' N,6° 49.994' W"
 "9° 37.101' N,79° 32.287' W"
 "32° 46.121' N,16° 49.258' W"
 "43° 24.944' N,1° 37.779' W"
 "6° 13.877' S,105° 49.793' E"
 "51° 50.495' N,10° 13.027' W"
 "43° 24.071' N,2° 41.234' W"
 "0° 0' S,0° 0' W"
 "44° 37.892' N,1° 15.574' W"
 "34° 10.919' S,24° 50.992' E"
 "27° 22.85' S,48° 25.231' W"
 "49° 28.105' N,11° 1.138' E"
 "38° 29.411' N,9° 11.157' W"
 "19° 46.95' N,70° 26.867' W"
 "33° 59.767' S,25° 41.199' E"
 "30° 44.526' S,30° 27.643' E"
 "36° 10.812' S,72° 49.056' W"
 "50° 43.076' N,1° 47.258' W"
 "13° 25.146' N,144° 47.448' E"
 "10° 20' N,107° 5.163' E"
 "34° 39.812' S,54° 11.023' W"
 "49° 25.759' N,1° 49.424' W"
 "13° 10.198' N,88° 6.92' W"
 "22° 59.035' S,43° 11.307' W"
 "23° 7.167' N,109° 31.684' W"
 "59° 17.517' N,10° 30.137' E"
 "35° 11.203' N,140° 21' E"
 "51° 41.579' S,57° 46.626' W"
 "43° 14.435' N,5° 21.716' E"
 "48° 12.307' N,4° 33.194' W"
 "27° 23.256' S,48° 25.991' W"
 "26° 30.448' N,76° 58.385' W"
 "7° 54.221' N,98° 17.753' E"
 "10° 3.473' N,73° 38.328' E"
 "10° 18.115' N,85° 50.539' W"
 "23° 47.492' S,45° 34.407' W"
 "2° 35.765' S,150° 46.193' E"
 "13° 24.98' N,16° 44.837' W"
 "12° 22.123' S,76° 47.939' W"
 "5° 24.86' S,12° 12.303' E"
 "54° 23.166' N,8° 35.939' W"
 "29° 55.113' S,71° 16.602' W"
 "35° 0.431' N,139° 5.273' E"
 "25° 6.488' N,34° 52.932' E"
 "0° 13.987' N,73° 17.209' E"
 "34° 22.179' S,19° 5.819' E"
 "6° 39.324' S,105° 10.358' E"
 "50° 4.96' N,5° 41.911' W"
 "36° 47.209' N,3° 19.41' E"
 "11° 23.032' N,86° 2.227' W"
 "38° 9.639' N,13° 5.063' E"
 "19° 17.628' N,81° 11.925' W"
 "42° 6.054' N,27° 56.589' E"
 "35° 52.924' N,27° 45.123' E"
 "18° 26.667' N,66° 0.67' W"
 "32° 5.515' N,34° 46.178' E"
 "17° 53.723' N,62° 47.717' W"
 "3° 42.845' S,38° 32.429' W"
 "4° 27.116' S,81° 17.425' W"
 "54° 22.773' N,16° 19.026' E"
 "52° 44.251' N,4° 38.457' E"
 "33° 47.417' S,18° 21.67' E"
 "43° 23.843' N,1° 39.968' W"
 "28° 3.336' N,16° 44.326' W"
 "8° 18.734' S,34° 56.771' W"
 "26° 56.5' S,48° 37.694' W"
 "35° 23.774' N,3° 0.341' W"
 "23° 48.169' S,45° 33.19' W"
 "9° 6.533' S,12° 59.974' E"
 "38° 48.89' N,9° 28.712' W"
 "33° 40.101' S,53° 15.744' W"
 "28° 25.142' S,48° 44.657' W"
 "9° 23.662' N,126° 3.284' E"
 "13° 29.007' N,89° 21.131' W"
 "29° 16.341' S,16° 52.048' E"
 "11° 13.25' N,85° 50.923' W"
 "43° 54.695' N,1° 22.614' W"
 "6° 7.001' N,116° 6.423' E"
 "34° 8.169' S,18° 19.611' E"
 "23° 18.243' S,44° 33.209' W"
 "34° 0.396' S,18° 20.4' E"
 "42° 25.607' N,8° 52.486' W"
 "43° 25.392' N,1° 37.329' W"
 "12° 9.62' S,77° 1.66' W"
 "22° 59.74' S,43° 13.875' W"
 "52° 4.193' N,4° 13.247' E"
 "33° 58.789' S,25° 39.549' E"
 "6° 2.059' N,80° 48.123' E"
 "43° 23.062' N,3° 0.402' W"
 "34° 22.783' S,72° 0.799' W"
 "13° 22.986' N,89° 5.419' W"
 "28° 42.589' N,13° 50.246' W"
 "21° 14.692' S,159° 43.409' W"
 "11° 20.628' N,92° 37.445' E"
 "25° 1.314' N,121° 56.776' E"
 "47° 50.404' N,4° 20.979' W"
 "18° 12.076' S,177° 38.918' E"
 "33° 27.536' N,133° 28.859' E"
 "51° 26.952' N,3° 33.108' E"
 "29° 21.468' S,49° 44.04' W"
 "1° 50.746' S,99° 15.131' E"
 "37° 5.769' N,8° 23.318' W"
 "28° 36.451' S,48° 49.38' W"
 "14° 56.178' S,147° 42.604' W"
 "48° 59.631' N,125° 38.173' W"
 "34° 40.964' N,32° 35.456' E"
 "13° 55.359' N,90° 46.484' W"
 "19° 40.746' N,70° 0.194' W"
 "46° 50.572' N,91° 59.572' W"
 "18° 27.747' N,66° 2.256' W"
 "38° 16.46' S,57° 49.773' W"
 "43° 19.733' N,8° 30.526' W"
 "8° 43.007' N,76° 42.393' E"
 "51° 48.979' N,10° 10.734' W"
 "16° 9.221' N,95° 14.254' W"
 "52° 8.273' N,7° 22.006' W"
 "40° 3.378' N,8° 53.547' W"
 "55° 31.91' N,21° 5.787' E"
 "38° 52.865' N,8° 51.582' E"
 "51° 21.441' N,1° 26.574' E"
 "17° 34.361' S,149° 52.72' W"
 "28° 14.871' N,16° 50.454' W"
 "31° 0.149' S,71° 38.011' W"
 "18° 27.591' N,67° 9.934' W"
 "58° 48.82' N,5° 32.524' E"
 "29° 45.521' S,50° 0.658' W"
 "20° 27.148' S,57° 18.613' E"
 "43° 25.62' N,1° 36.714' W"
 "45° 33.945' N,1° 5.331' W"
 "52° 24.514' N,4° 5.44' W"
 "14° 45.299' N,17° 29.795' W"
 "43° 23.457' N,4° 22.858' W"
 "38° 24.079' S,142° 27.777' E"
 "24° 4.368' S,35° 29.911' E"
 "58° 5.122' N,6° 36.682' E"
 "2° 33.915' S,150° 46.919' E"
 "35° 7.795' N,139° 37.195' E"
 "26° 14.03' N,112° 29.125' W"
 "26° 41.481' S,48° 41.05' W"
 "28° 31.38' N,16° 9.283' W"
 "51° 46.873' N,5° 6.313' W"
 "53° 36.669' N,6° 38.629' E"
 "35° 58.149' N,14° 21.154' E"
 "34° 53.83' S,56° 5.67' W"
 "48° 5.789' N,4° 28.027' W"
 "13° 29.54' N,89° 22.901' W"
 "34° 10.131' S,24° 50.091' E"
 "18° 29.456' N,66° 36.656' W"
 "14° 46.157' N,17° 28.582' W"
 "29° 7.687' N,13° 27.852' W"
 "12° 35.335' S,76° 42.434' W"
 "51° 34.077' N,8° 53.173' W"
 "50° 36.52' N,3° 22.198' W"
 "36° 10.111' N,5° 20.223' W"
 "19° 9.177' S,179° 43.994' E"
 "6° 44.363' S,39° 17.18' E"
 "12° 19.495' S,76° 50.292' W"
 "43° 34.943' N,5° 56.956' W"
 "23° 30.364' S,43° 42.526' E"
 "38° 30.493' N,9° 11.028' W"
 "7° 30.661' N,79° 59.683' W"
 "36° 59.252' N,7° 58.055' W"
 "50° 12.042' N,5° 25.672' W"
 "53° 18.425' N,135° 39.592' W"
 "10° 59.384' N,74° 57.877' W"
 "43° 21.829' N,2° 29.623' W"
 "37° 12.052' N,8° 54.203' W"
 "8° 0.943' N,81° 41.789' W"
 "38° 5.274' S,57° 32.433' W"
 "46° 38.821' N,60° 23.253' W"
 "5° 20.945' S,104° 1.814' E"
 "2° 36.568' S,141° 0.813' E"
 "18° 51.317' N,103° 57.663' W"
 "46° 20.644' N,1° 25.664' W"
 "29° 51.986' S,31° 3.189' E"
 "8° 54.643' S,116° 17.737' E"
 "43° 44.923' N,13° 10.595' E"
 "37° 58.623' N,128° 45.594' E"
 "6° 12.692' S,35° 4.65' W"
 "34° 9.777' S,24° 50.004' E"
 "27° 46.415' S,48° 29.192' W"
 "48° 39.893' N,1° 59.445' W"
 "19° 9.795' N,96° 5.762' W"
 "32° 2.994' N,131° 30.685' E"
 "30° 40.008' S,30° 30.855' E"
 "12° 20.105' S,76° 49.837' W"
 "30° 56.01' N,116° 14.533' W"
 "54° 28.766' N,8° 18.775' W"
 "25° 50.052' N,97° 9.291' W"
 "23° 35.109' S,45° 14.297' W"
 "2° 36.795' S,140° 51.926' E"
 "6° 7.172' N,80° 6.641' E"
 "38° 7.735' N,8° 47.565' W"
 "47° 56.317' N,4° 24.048' W"
 "33° 21.932' S,71° 41.66' W"
 "39° 27.936' N,0° 19.314' W"
 "49° 29.979' N,0° 5.325' E"
 "36° 57.948' N,8° 42.843' E"
 "34° 18.638' N,35° 42.897' E"
 "47° 59.929' N,4° 33.909' W"
 "32° 28.417' N,34° 53.03' E"
 "37° 3.926' N,8° 48.607' W"
 "23° 47.366' S,35° 31.025' E"
 "43° 52.543' N,10° 14.188' E"
 "54° 40.031' N,1° 11.274' W"
 "21° 54.506' S,165° 45.254' E"
 "38° 57.999' N,9° 25.226' W"
 "22° 56.17' S,42° 29.713' W"
 "54° 17.684' N,8° 57.489' W"
 "6° 57.466' S,106° 26.133' E"
 "38° 0.965' S,57° 31.493' W"
 "8° 42.431' S,114° 22.469' E"
 "43° 24.26' N,3° 18.879' W"
 "44° 21.597' N,9° 8.472' E"
 "48° 29.84' N,123° 19.977' W"
 "6° 38.815' N,81° 46.653' E"
 "43° 17.49' N,2° 7.802' W"
 "12° 42.986' S,45° 16.226' E"
 "9° 40.734' S,35° 42.151' W"
 "32° 7.364' N,34° 46.919' E"
 "36° 5.775' N,28° 5.123' E"
 "6° 59.067' S,39° 32.231' E"
 "6° 13.662' S,35° 2.678' W"
 "38° 41.584' N,9° 22.298' W"
 "10° 58.003' S,122° 50.421' E"
 "16° 20.23' N,61° 21.719' W"
 "12° 16.976' N,16° 35.379' W"
 "32° 10.022' N,34° 47.802' E"
 "6° 0' N,95° 0' W"
 "10° 23.64' N,75° 33.449' W"
 "55° 10.039' N,6° 47.154' W"
 "18° 27.437' N,67° 9.856' W"
 "20° 47.322' N,105° 30.401' W"
 "0° 32.638' S,166° 57.155' E"
 "8° 50.6' S,115° 6.417' E"
 "34° 18.592' S,18° 27.705' E"
 "48° 10.013' N,4° 17.647' W"
 "24° 57.934' N,54° 58.017' E"
 "51° 56.434' N,3° 59.653' E"
 "28° 44.19' N,13° 51.329' W"
 "33° 36.523' S,18° 22.291' E"
 "15° 35.261' N,61° 19.6' W"
 "34° 12.031' S,18° 22.246' E"
 "51° 54.611' N,176° 33.669' W"
 "37° 0.409' N,7° 59.739' W"
 "51° 19.928' N,3° 9.945' E"
 "17° 54.428' N,62° 50.371' W"
 "43° 23.95' N,1° 40.02' W"
 "33° 53.459' S,18° 28.864' E"
 "33° 47.801' S,18° 27.423' E"
 "43° 17.621' N,8° 44.415' W"
 "39° 25.161' N,23° 9.695' E"
 "40° 34.342' N,8° 18' E"
 "33° 59.232' S,25° 40.475' E"
 "42° 24.946' N,27° 42.087' E"
 "49° 21.953' N,0° 4.861' E"
 "8° 42.982' S,115° 10.016' E"
 "26° 38.581' S,48° 40.923' W"
 "43° 22.304' N,8° 27.404' W"
 "34° 56.539' N,32° 18.774' E"
 "34° 21.357' N,139° 16.572' E"
 "7° 23.832' S,79° 34.354' W"
 "3° 50.467' S,32° 25.11' W"
 "38° 10.673' N,12° 44.257' E"
 "9° 47.375' N,85° 16.965' W"
 "23° 13.563' N,116° 41.092' E"
 "34° 13.922' S,18° 50.658' E"
 "2° 2' S,99° 34.109' E"
 "34° 33.526' S,19° 21.039' E"
 "27° 44.497' S,48° 30.487' W"
 "24° 43.014' N,121° 50.632' E"
 "34° 11.707' S,24° 51.211' E"
 "44° 17.738' N,81° 36.061' W"
 "48° 39.327' N,4° 24.173' W"
 "33° 52.873' S,18° 29.159' E"
 "42° 45.498' N,10° 17.991' E"
 "18° 27.089' N,64° 26.319' W"
 "9° 43.59' S,39° 43.577' E"
 "29° 6.593' N,13° 39.998' W"
 "26° 41.762' S,48° 40.499' W"
 "28° 44.637' N,13° 56.157' W"
 "2° 9.776' S,99° 31.684' E"
 "11° 58.35' N,79° 50.717' E"
 "48° 13.866' N,4° 34.028' W"
 "23° 25.019' S,45° 2.153' W"
 "39° 9.308' N,23° 28.259' E"
 "51° 7.905' N,4° 14.505' W"
 "15° 59.98' N,61° 36.128' W"
 "5° 56.56' N,80° 27.338' E"
 "27° 39.796' S,15° 31.49' E"
 "43° 21.173' N,5° 1.359' E"]
